filename,sf,droid
govdocs_selected\TXT_10\603366.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1136\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_94\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_455\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1668\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_903\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1351\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_328\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1918\README,x-fmt/111,UNKNOWN
govdocs_selected\XLSX_5\README,x-fmt/111,UNKNOWN
govdocs_selected\JPG_26\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2452\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3096\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_2\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_507\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_52\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_194\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_116\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_126\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1956\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2409\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_431\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_224\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2459\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_24\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1455\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_538\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2507\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2069\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_56\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2141\README,x-fmt/111,UNKNOWN
govdocs_selected\GIF_17\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_55\README,x-fmt/111,UNKNOWN
govdocs_selected\GIF_1\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1359\README,x-fmt/111,UNKNOWN
govdocs_selected\TMP_7\699197.tmp,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2681\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_998\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_28\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_192\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1722\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2842\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1147\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_42\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_939\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2329\README,x-fmt/111,UNKNOWN
govdocs_selected\JPG_24\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_154\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3141\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2310\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1544\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3200\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_572\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_54\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2883\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2884\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3288\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1661\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2257\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_137\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_10\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2471\README,x-fmt/111,UNKNOWN
govdocs_selected\EPS_9\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3307\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1479\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1474\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2900\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2863\README,x-fmt/111,UNKNOWN
govdocs_selected\PUB_3\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2793\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2367\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_88\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_20\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2943\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3137\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_867\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_615\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_46\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_811\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_61\README,x-fmt/111,UNKNOWN
govdocs_selected\CSV_29\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_135\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2481\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2347\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1193\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2264\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3058\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_21\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2952\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_512\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1649\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_14\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_964\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_727\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_8\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2007\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_170\171427.text,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1500\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_15\601887.unk,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_32\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3025\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_62\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3033\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2250\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2522\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1414\README,x-fmt/111,UNKNOWN
govdocs_selected\XSL_1\README,x-fmt/111,UNKNOWN
govdocs_selected\LOG_31\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1328\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_140\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_752\README,x-fmt/111,UNKNOWN
govdocs_selected\XML_9\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2245\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1033\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_59\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2461\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2100\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2588\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_418\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_153\README,x-fmt/111,UNKNOWN
govdocs_selected\LOG_17\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_71\README,x-fmt/111,UNKNOWN
govdocs_selected\HLP_3\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1879\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_22\README,x-fmt/111,UNKNOWN
govdocs_selected\JAVA_4\README,x-fmt/111,UNKNOWN
govdocs_selected\DOCX_2\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_9\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_40\136409.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2061\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1145\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2502\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1742\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3248\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1440\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_135\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1225\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3325\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_415\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1709\README,x-fmt/111,UNKNOWN
govdocs_selected\PPS_6\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_151\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2487\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_52\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_116\README,x-fmt/111,UNKNOWN
govdocs_selected\MSO_1\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_243\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1769\README,x-fmt/111,UNKNOWN
govdocs_selected\CSV_2\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_38\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2155\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2187\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_205\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_189\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_313\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1132\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2484\README,x-fmt/111,UNKNOWN
govdocs_selected\TMP_13\820578.tmp,x-fmt/111,UNKNOWN
govdocs_selected\TMP_7\183041.tmp,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1403\README,x-fmt/111,UNKNOWN
govdocs_selected\EPS_2\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3322\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_81\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2009\README,x-fmt/111,UNKNOWN
govdocs_selected\CSV_28\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1753\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1741\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_942\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_114\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1394\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_69\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2858\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_734\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_525\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1840\README,x-fmt/111,UNKNOWN
govdocs_selected\LOG_24\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1603\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3279\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2333\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2180\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1064\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2371\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2086\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3162\README,x-fmt/111,UNKNOWN
govdocs_selected\TMP_12\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_887\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_30\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1512\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1595\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1785\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1399\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2638\README,x-fmt/111,UNKNOWN
govdocs_selected\PY_1\644755.unk,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_6\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1624\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3061\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2905\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_270\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_134\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_106\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1436\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_983\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2859\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_76\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_955\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_176\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1998\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1268\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_214\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_104\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_44\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3337\README,x-fmt/111,UNKNOWN
govdocs_selected\GIF_14\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_728\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_12\996293.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_237\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_153\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3149\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2732\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1097\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1874\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_137\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_27\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_311\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_893\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_381\README,x-fmt/111,UNKNOWN
govdocs_selected\SWF_17\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1309\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1673\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_443\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1106\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_157\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1341\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_55\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_879\README,x-fmt/111,UNKNOWN
govdocs_selected\JS_4\609048.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2171\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1138\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2736\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1155\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_153\README,x-fmt/111,UNKNOWN
govdocs_selected\PPTX_5\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_402\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_50\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3024\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1606\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_487\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2464\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_120\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3019\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_40\636212.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2513\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_231\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2525\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_267\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1264\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_156\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1923\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_642\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_541\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2685\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_821\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_49\892946.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1044\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2272\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_127\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3259\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3190\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_304\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2057\README,x-fmt/111,UNKNOWN
govdocs_selected\TMP_16\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_190\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1396\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_898\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_159\141922.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1444\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1081\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2388\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1135\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3128\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_21\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2983\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2296\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_829\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1066\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1252\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3021\README,x-fmt/111,UNKNOWN
govdocs_selected\INI_1\599785.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_765\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1999\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_19\README,x-fmt/111,UNKNOWN
govdocs_selected\HLP_2\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_788\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_152\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2416\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3244\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1966\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_836\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2038\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_526\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2989\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2408\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1688\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_598\README,x-fmt/111,UNKNOWN
govdocs_selected\XML_36\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_442\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3182\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_794\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2273\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1815\README,x-fmt/111,UNKNOWN
govdocs_selected\PNG_1\README,x-fmt/111,UNKNOWN
govdocs_selected\EML_2\609911.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3160\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2891\README,x-fmt/111,UNKNOWN
govdocs_selected\XML_5\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2102\README,x-fmt/111,UNKNOWN
govdocs_selected\C_1\638344.unk,x-fmt/111,UNKNOWN
govdocs_selected\EML_3\650196.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2376\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_79\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1776\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3188\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_12\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_82\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_215\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_817\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1689\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2203\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1665\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2437\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1622\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_67\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2206\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_929\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1554\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1451\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_82\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_226\README,x-fmt/111,UNKNOWN
govdocs_selected\LOG_21\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1947\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1236\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3327\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1937\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2970\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_71\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2967\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_807\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_683\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_332\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3316\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1191\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_393\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3177\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_749\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1104\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_14\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_251\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2819\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_275\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_604\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2501\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_166\README,x-fmt/111,UNKNOWN
govdocs_selected\TMP_14\388738.tmp,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_221\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_165\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3045\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_13\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3028\README,x-fmt/111,UNKNOWN
govdocs_selected\KML_3\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1125\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_124\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_325\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2018\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_150\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_135\README,x-fmt/111,UNKNOWN
govdocs_selected\PY_1\637817.unk,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_202\261899.text,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_138\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_146\README,x-fmt/111,UNKNOWN
govdocs_selected\DWF_1\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_53\093645.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_299\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_103\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1023\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1750\README,x-fmt/111,UNKNOWN
govdocs_selected\PPTX_7\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1625\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_53\README,x-fmt/111,UNKNOWN
govdocs_selected\JS_6\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_165\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2878\README,x-fmt/111,UNKNOWN
govdocs_selected\SGML_1\606109.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_668\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_143\README,x-fmt/111,UNKNOWN
govdocs_selected\LOG_27\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1100\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2470\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2320\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2755\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1537\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3290\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1728\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2532\README,x-fmt/111,UNKNOWN
govdocs_selected\TMP_3\995517.tmp,x-fmt/111,UNKNOWN
govdocs_selected\PPS_8\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_174\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2845\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_121\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1113\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2531\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_12\619150.unk,x-fmt/111,UNKNOWN
govdocs_selected\DOC_64\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1562\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_962\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1292\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1390\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_452\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1784\README,x-fmt/111,UNKNOWN
govdocs_selected\XML_31\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2054\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1181\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1503\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3126\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2413\README,x-fmt/111,UNKNOWN
govdocs_selected\LOG_20\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_693\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_144\592455.text,x-fmt/111,UNKNOWN
